Date,Price
1/20/2022,24.0739
1/21/2022,23.3004
1/24/2022,23.2984
1/25/2022,22.2537
1/26/2022,22.7003
1/27/2022,21.8749
1/28/2022,22.7681
1/31/2022,24.4089
2/1/2022,24.5604
2/2/2022,25.1625
2/3/2022,23.8726
2/4/2022,24.2424
2/7/2022,24.6501
2/8/2022,25.0289
2/9/2022,26.6209
2/10/2022,25.7427
2/11/2022,23.8736
2/14/2022,24.1906
2/15/2022,26.4116
2/16/2022,26.4275
2/17/2022,24.4298
2/18/2022,23.5675
2/22/2022,23.3163
2/23/2022,22.3165
2/24/2022,23.6732
2/25/2022,24.0809
2/28/2022,24.3082
3/1/2022,23.4031
3/2/2022,24.1478
3/3/2022,23.6433
3/4/2022,22.8677
3/7/2022,21.2884
3/8/2022,21.4499
3/9/2022,22.9454
3/10/2022,22.5905
3/11/2022,22.0342
3/14/2022,21.2665
3/15/2022,22.9046
3/16/2022,24.423
3/17/2022,24.6922
3/18/2022,26.3742
3/21/2022,26.6543
3/22/2022,26.445
3/23/2022,25.5576
3/24/2022,28.0661
3/25/2022,27.6095
3/28/2022,28.1349
3/29/2022,28.5706
3/30/2022,27.6075
3/31/2022,27.2047
4/1/2022,26.6324
4/4/2022,27.2785
4/5/2022,25.8537
4/6/2022,24.3343
4/7/2022,24.1359
4/8/2022,23.0501
4/11/2022,21.8517
4/12/2022,21.4399
4/13/2022,22.1368
4/14/2022,21.1947
4/18/2022,21.7181
4/19/2022,22.1319
4/20/2022,21.418
4/21/2022,20.1229
4/22/2022,19.4569
4/25/2022,19.8427
4/26/2022,18.732
4/27/2022,18.3601
4/28/2022,19.7231
4/29/2022,18.4917
5/2/2022,19.4748
5/3/2022,19.5436
5/4/2022,20.2734
5/5/2022,18.7879
5/6/2022,18.6194
5/9/2022,16.8995
5/10/2022,17.5426
5/11/2022,16.5805
5/12/2022,16.1268
5/13/2022,17.6532
5/16/2022,17.2126
5/17/2022,18.1228
5/18/2022,16.8875
5/19/2022,17.073
5/20/2022,16.6443
5/23/2022,16.8477
5/24/2022,16.1059
5/25/2022,16.9244
5/26/2022,17.7978
5/27/2022,18.755
5/31/2022,18.6164
6/1/2022,18.2654
6/2/2022,19.5336
6/3/2022,18.6642
6/6/2022,18.73
6/7/2022,18.8696
6/8/2022,18.5964
6/9/2022,17.998
6/10/2022,16.927
6/13/2022,15.6037
6/14/2022,15.7922
6/15/2022,16.4812
6/16/2022,15.5578
6/17/2022,15.836
6/21/2022,16.5201
6/22/2022,16.3147
6/23/2022,16.1801
6/24/2022,17.0786
6/27/2022,16.8223
6/28/2022,15.9378
6/29/2022,15.499
6/30/2022,15.117
7/1/2022,14.4828
7/5/2022,14.9226
7/6/2022,15.0881
7/7/2022,15.8141
7/8/2022,15.7942
7/11/2022,15.1101
7/12/2022,15.0402
7/13/2022,15.122
7/14/2022,15.3294
7/15/2022,15.7184
7/18/2022,16.0564
7/19/2022,16.945
7/20/2022,17.7577
7/21/2022,18
7/22/2022,17.2711
7/25/2022,16.9769
7/26/2022,16.4872
7/27/2022,17.7407
7/28/2022,17.9342
7/29/2022,18.1127
8/1/2022,18.3899
8/2/2022,18.4747
8/3/2022,18.8407
8/4/2022,19.1618
8/5/2022,18.9364
8/8/2022,17.7437
8/9/2022,17.0387
8/10/2022,18.0469
8/11/2022,17.8923
8/12/2022,18.6572
8/15/2022,18.9793
8/16/2022,18.8267
8/17/2022,18.2842
8/18/2022,18.721
8/19/2022,17.7996
8/22/2022,16.9868
8/23/2022,17.1334
